Reporting country,Reference period,Item,Item code,Value,Date of extraction (yyyymmdd),Number of submissions per reporting country (NCA) and reference date
SWEDEN,2017 Q3,Deposits from reinsurers,R0770,214.52,20190319,129
SWEDEN,2017 Q3,Reinsurance payables,R0830,262.46,20190319,129
SWEDEN,2017 Q3,Excess of assets over liabilities,R1000,76860.00,20190319,129
SWEDEN,2017 Q3,Subordinated liabilities not in Basic Own Funds,R0860,39.49,20190319,129
SWEDEN,2017 Q3,"Payables (trade, not insurance)",R0840,6066.04,20190319,129
SWEDEN,2017 Q3,Provisions other than technical provisions,R0750,728.60,20190319,129
SWEDEN,2017 Q3,Subordinated liabilities,R0850,283.07,20190319,129
SWEDEN,2017 Q3,Derivatives,R0790,1076.18,20190319,129
SWEDEN,2017 Q3,"Any other liabilities, not elsewhere shown",R0880,1462.49,20190319,129
SWEDEN,2017 Q3,Deferred tax liabilities,R0780,2336.99,20190319,129
SWEDEN,2017 Q3,Subordinated liabilities in Basic Own Funds,R0870,243.58,20190319,129
SWEDEN,2017 Q3,Insurance & intermediaries payables,R0820,676.33,20190319,129
SWEDEN,2017 Q3,Contingent liabilities,R0740,305.41,20190319,129
SWEDEN,2017 Q3,Debts owed to credit institutions,R0800,2995.31,20190319,129
SWEDEN,2017 Q4,Reinsurance payables,R0830,196.86,20190319,124
SWEDEN,2017 Q4,Subordinated liabilities not in Basic Own Funds,R0860,39.10,20190319,124
SWEDEN,2017 Q4,Subordinated liabilities,R0850,274.14,20190319,124
SWEDEN,2017 Q4,Provisions other than technical provisions,R0750,819.26,20190319,124
SWEDEN,2017 Q4,Deferred tax liabilities,R0780,2258.18,20190319,124
SWEDEN,2017 Q4,Insurance & intermediaries payables,R0820,844.67,20190319,124
SWEDEN,2017 Q4,"Any other liabilities, not elsewhere shown",R0880,1681.06,20190319,124
SWEDEN,2017 Q4,Total liabilities,R0900,232574.72,20190319,124
SWEDEN,2017 Q4,Excess of assets over liabilities,R1000,76172.94,20190319,124
SWEDEN,2017 Q4,Subordinated liabilities in Basic Own Funds,R0870,235.04,20190319,124
SWEDEN,2017 Q4,Deposits from reinsurers,R0770,202.81,20190319,124
SWEDEN,2017 Q4,Contingent liabilities,R0740,174.73,20190319,124
SWEDEN,2017 Q4,Financial liabilities other than debts owed to credit institutions,R0810,268.19,20190319,124
SWEDEN,2017 Q4,"Payables (trade, not insurance)",R0840,1819.22,20190319,124
SWEDEN,2017 Q4,Pension benefit obligations,R0760,290.74,20190319,124
SWEDEN,2017 Q4,Derivatives,R0790,957.48,20190319,124
SWEDEN,2017 Q4,Debts owed to credit institutions,R0800,2683.22,20190319,124
SWEDEN,2017 Q4,Equities - unlisted,R0120,9011.71,20190319,124
SWEDEN,2017 Q4,Reinsurance receivables,R0370,114.49,20190319,124
SWEDEN,2017 Q4,Insurance and intermediaries receivables,R0360,1478.46,20190319,124
SWEDEN,2017 Q4,Equities - listed,R0110,26888.09,20190319,124
SWEDEN,2017 Q4,Pension benefit surplus,R0050,2.60,20190319,124
SWEDEN,2017 Q4,Deposits to cedants,R0350,202.83,20190319,124
SWEDEN,2017 Q4,Life index-linked and unit-linked,R0340,-1.15,20190319,124
SWEDEN,2017 Q4,Equities,R0100,35899.80,20190319,124
SWEDEN,2017 Q4,Life excluding health and index-linked and unit-linked,R0330,138.44,20190319,124
SWEDEN,2017 Q4,Health similar to life,R0320,124.66,20190319,124
SWEDEN,2017 Q4,"Holdings in related undertakings, including participations",R0090,13175.74,20190319,124
SWEDEN,2017 Q4,"Life and health similar to life, excluding health and index-linked and unit-linked",R0310,263.10,20190319,124
SWEDEN,2017 Q4,Health similar to non-life,R0300,137.73,20190319,124
SWEDEN,2017 Q4,Property (other than for own use),R0080,5210.79,20190319,124
SWEDEN,2017 Q4,Non-life excluding health,R0290,1935.22,20190319,124
SWEDEN,2017 Q4,Non-life and health similar to non-life,R0280,2072.95,20190319,124
SWEDEN,2017 Q4,Investments (other than assets held for index-linked and unit-linked contracts),R0070,163541.77,20190319,124
SWEDEN,2017 Q4,Reinsurance recoverables from:,R0270,2334.89,20190319,124
SWEDEN,2017 Q4,Other loans and mortgages,R0260,5449.75,20190319,124
SWEDEN,2017 Q4,Risk margin,R0720,1052.86,20190319,124
SWEDEN,2017 Q4,Best Estimate,R0710,91860.74,20190319,124
SWEDEN,2017 Q4,Loans and mortgages to individuals,R0250,0.53,20190319,124
SWEDEN,2017 Q4,Technical provisions calculated as a whole,R0700,28804.39,20190319,124
SWEDEN,2017 Q4,Technical provisions – index-linked and unit-linked,R0690,121717.99,20190319,124
SWEDEN,2017 Q4,Loans on policies,R0240,16.58,20190319,124
SWEDEN,2017 Q4,Risk margin,R0680,952.46,20190319,124
SWEDEN,2017 Q4,Best Estimate,R0670,41368.99,20190319,124
SWEDEN,2017 Q4,Loans and mortgages,R0230,5466.87,20190319,124
SWEDEN,2017 Q4,Technical provisions calculated as a whole,R0660,29655.56,20190319,124
SWEDEN,2017 Q4,Technical provisions – life (excluding health and index-linked and unit-linked),R0650,71977.00,20190319,124
SWEDEN,2017 Q4,Assets held for index-linked and unit-linked contracts,R0220,126066.95,20190319,124
SWEDEN,2017 Q4,Risk margin,R0640,229.31,20190319,124
SWEDEN,2017 Q4,Deferred tax assets,R0040,113.30,20190319,124
SWEDEN,2017 Q4,Best Estimate,R0630,6939.18,20190319,124
SWEDEN,2017 Q4,Other investments,R0210,1647.41,20190319,124
SWEDEN,2017 Q4,Technical provisions calculated as a whole,R0620,748.42,20190319,124
SWEDEN,2017 Q4,Technical provisions - health (similar to life),R0610,7916.91,20190319,124
SWEDEN,2017 Q4,Deposits other than cash equivalents,R0200,187.88,20190319,124
SWEDEN,2017 Q4,Technical provisions - life (excluding index-linked and unit-linked),R0600,79893.91,20190319,124
SWEDEN,2017 Q4,Intangible assets,R0030,18.60,20190319,124
SWEDEN,2017 Q4,Risk margin,R0590,721.67,20190319,124
SWEDEN,2017 Q4,Derivatives,R0190,1405.78,20190319,124
SWEDEN,2017 Q4,Best Estimate,R0580,5719.86,20190319,124
SWEDEN,2017 Q4,Technical provisions calculated as a whole,R0570,0.00,20190319,124
SWEDEN,2017 Q4,Collective Investments Undertakings,R0180,29269.19,20190319,124
SWEDEN,2017 Q4,Technical provisions - health (similar to non-life),R0560,6441.52,20190319,124
SWEDEN,2017 Q4,Risk margin,R0550,745.27,20190319,124
SWEDEN,2017 Q4,Collateralised securities,R0170,26.90,20190319,124
SWEDEN,2017 Q4,Best Estimate,R0540,11305.47,20190319,124
SWEDEN,2017 Q4,Technical provisions calculated as a whole,R0530,0.00,20190319,124
SWEDEN,2017 Q4,"Property, plant & equipment held for own use",R0060,691.00,20190319,124
SWEDEN,2017 Q4,Structured notes,R0160,83.95,20190319,124
SWEDEN,2017 Q4,Technical provisions – non-life (excluding health),R0520,12050.73,20190319,124
SWEDEN,2017 Q4,Technical provisions – non-life,R0510,18492.26,20190319,124
SWEDEN,2017 Q4,Corporate Bonds,R0150,50781.09,20190319,124
SWEDEN,2017 Q4,Total assets,R0500,308747.66,20190319,124
SWEDEN,2017 Q4,"Any other assets, not elsewhere shown",R0420,1308.13,20190319,124
SWEDEN,2017 Q4,Government Bonds,R0140,25853.24,20190319,124
SWEDEN,2017 Q4,Cash and cash equivalents,R0410,6054.87,20190319,124
SWEDEN,2017 Q4,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,0.00,20190319,124
SWEDEN,2017 Q4,Bonds,R0130,76745.18,20190319,124
SWEDEN,2017 Q4,Own shares (held directly),R0390,0.00,20190319,124
SWEDEN,2017 Q4,"Receivables (trade, not insurance)",R0380,1352.90,20190319,124
SWEDEN,2018 Q1,Equities - unlisted,R0120,9102.04,20190319,125
SWEDEN,2018 Q1,Reinsurance receivables,R0370,164.05,20190319,125
SWEDEN,2018 Q1,Insurance and intermediaries receivables,R0360,1823.49,20190319,125
SWEDEN,2018 Q1,Equities - listed,R0110,24284.12,20190319,125
SWEDEN,2018 Q1,Deposits to cedants,R0350,214.48,20190319,125
SWEDEN,2018 Q1,Life index-linked and unit-linked,R0340,-0.80,20190319,125
SWEDEN,2018 Q1,Equities,R0100,33386.16,20190319,125
SWEDEN,2018 Q1,Life excluding health and index-linked and unit-linked,R0330,131.93,20190319,125
SWEDEN,2018 Q1,Health similar to life,R0320,108.15,20190319,125
SWEDEN,2018 Q1,"Holdings in related undertakings, including participations",R0090,12976.07,20190319,125
SWEDEN,2018 Q1,"Life and health similar to life, excluding health and index-linked and unit-linked",R0310,240.08,20190319,125
SWEDEN,2018 Q1,Health similar to non-life,R0300,138.59,20190319,125
SWEDEN,2018 Q1,Property (other than for own use),R0080,5049.10,20190319,125
SWEDEN,2018 Q1,Non-life excluding health,R0290,1974.22,20190319,125
SWEDEN,2018 Q1,Non-life and health similar to non-life,R0280,2112.80,20190319,125
SWEDEN,2018 Q1,Investments (other than assets held for index-linked and unit-linked contracts),R0070,157713.13,20190319,125
SWEDEN,2018 Q1,Reinsurance recoverables from:,R0270,2352.08,20190319,125
SWEDEN,2018 Q1,Other loans and mortgages,R0260,5782.43,20190319,125
SWEDEN,2018 Q1,"Property, plant & equipment held for own use",R0060,659.16,20190319,125
SWEDEN,2018 Q1,Best Estimate,R0710,89127.74,20190319,125
SWEDEN,2018 Q1,Loans and mortgages to individuals,R0250,0.52,20190319,125
SWEDEN,2018 Q1,Technical provisions – index-linked and unit-linked,R0690,118085.63,20190319,125
SWEDEN,2018 Q1,Loans on policies,R0240,16.14,20190319,125
SWEDEN,2018 Q1,Risk margin,R0680,949.58,20190319,125
SWEDEN,2018 Q1,Pension benefit surplus,R0050,2.49,20190319,125
SWEDEN,2018 Q1,Best Estimate,R0670,39509.56,20190319,125
SWEDEN,2018 Q1,Loans and mortgages,R0230,5799.09,20190319,125
SWEDEN,2018 Q1,Technical provisions calculated as a whole,R0660,28596.46,20190319,125
SWEDEN,2018 Q1,Technical provisions – life (excluding health and index-linked and unit-linked),R0650,69055.60,20190319,125
SWEDEN,2018 Q1,Assets held for index-linked and unit-linked contracts,R0220,121793.93,20190319,125
SWEDEN,2018 Q1,Risk margin,R0640,214.68,20190319,125
SWEDEN,2018 Q1,Deferred tax assets,R0040,111.34,20190319,125
SWEDEN,2018 Q1,Best Estimate,R0630,6606.61,20190319,125
SWEDEN,2018 Q1,Other investments,R0210,2665.07,20190319,125
SWEDEN,2018 Q1,Technical provisions calculated as a whole,R0620,724.67,20190319,125
SWEDEN,2018 Q1,Technical provisions - health (similar to life),R0610,7545.96,20190319,125
SWEDEN,2018 Q1,Deposits other than cash equivalents,R0200,279.55,20190319,125
SWEDEN,2018 Q1,Technical provisions - life (excluding index-linked and unit-linked),R0600,76601.55,20190319,125
SWEDEN,2018 Q1,Intangible assets,R0030,16.27,20190319,125
SWEDEN,2018 Q1,Risk margin,R0590,674.21,20190319,125
SWEDEN,2018 Q1,Derivatives,R0190,1141.57,20190319,125
SWEDEN,2018 Q1,Best Estimate,R0580,5696.94,20190319,125
SWEDEN,2018 Q1,Technical provisions calculated as a whole,R0570,0.00,20190319,125
SWEDEN,2018 Q1,Technical provisions calculated as a whole,R0700,27941.13,20190319,125
SWEDEN,2018 Q1,Collective Investments Undertakings,R0180,28853.97,20190319,125
SWEDEN,2018 Q1,Technical provisions - health (similar to non-life),R0560,6371.15,20190319,125
SWEDEN,2018 Q1,Risk margin,R0550,677.92,20190319,125
SWEDEN,2018 Q1,Collateralised securities,R0170,104.52,20190319,125
SWEDEN,2018 Q1,Best Estimate,R0540,11647.01,20190319,125
SWEDEN,2018 Q1,Risk margin,R0720,1016.77,20190319,125
SWEDEN,2018 Q1,Technical provisions calculated as a whole,R0530,0.00,20190319,125
SWEDEN,2018 Q1,Structured notes,R0160,82.35,20190319,125
SWEDEN,2018 Q1,Technical provisions – non-life (excluding health),R0520,12324.93,20190319,125
SWEDEN,2018 Q1,Technical provisions – non-life,R0510,18696.08,20190319,125
SWEDEN,2018 Q1,Corporate Bonds,R0150,48836.03,20190319,125
SWEDEN,2018 Q1,Total assets,R0500,302789.24,20190319,125
SWEDEN,2018 Q1,"Any other assets, not elsewhere shown",R0420,1067.19,20190319,125
SWEDEN,2018 Q1,Government Bonds,R0140,24338.74,20190319,125
SWEDEN,2018 Q1,Cash and cash equivalents,R0410,6240.24,20190319,125
SWEDEN,2018 Q1,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,0.00,20190319,125
SWEDEN,2018 Q1,Bonds,R0130,73361.65,20190319,125
SWEDEN,2018 Q1,Own shares (held directly),R0390,0.00,20190319,125
SWEDEN,2018 Q1,"Receivables (trade, not insurance)",R0380,4832.30,20190319,125
SWEDEN,2018 Q1,Reinsurance payables,R0830,293.59,20190319,125
SWEDEN,2018 Q1,Subordinated liabilities not in Basic Own Funds,R0860,38.30,20190319,125
SWEDEN,2018 Q1,Excess of assets over liabilities,R1000,72534.91,20190319,125
SWEDEN,2018 Q1,Derivatives,R0790,1403.81,20190319,125
SWEDEN,2018 Q1,"Any other liabilities, not elsewhere shown",R0880,1386.86,20190319,125
SWEDEN,2018 Q1,Insurance & intermediaries payables,R0820,722.84,20190319,125
SWEDEN,2018 Q1,Financial liabilities other than debts owed to credit institutions,R0810,54.16,20190319,125
SWEDEN,2018 Q1,Deferred tax liabilities,R0780,2112.09,20190319,125
SWEDEN,2018 Q1,Provisions other than technical provisions,R0750,780.03,20190319,125
SWEDEN,2018 Q1,Subordinated liabilities,R0850,268.60,20190319,125
SWEDEN,2018 Q1,Contingent liabilities,R0740,150.76,20190319,125
SWEDEN,2018 Q1,Total liabilities,R0900,230254.33,20190319,125
SWEDEN,2018 Q1,Subordinated liabilities in Basic Own Funds,R0870,230.30,20190319,125
SWEDEN,2018 Q1,"Payables (trade, not insurance)",R0840,6530.72,20190319,125
SWEDEN,2018 Q1,Deposits from reinsurers,R0770,207.26,20190319,125
SWEDEN,2018 Q1,Pension benefit obligations,R0760,276.60,20190319,125
SWEDEN,2018 Q1,Debts owed to credit institutions,R0800,2683.76,20190319,125
SWEDEN,2018 Q2,Financial liabilities other than debts owed to credit institutions,R0810,577.75,20190319,124
SWEDEN,2018 Q2,Subordinated liabilities in Basic Own Funds,R0870,229.93,20190319,124
SWEDEN,2018 Q2,Insurance & intermediaries payables,R0820,717.96,20190319,124
SWEDEN,2018 Q2,Subordinated liabilities not in Basic Own Funds,R0860,38.04,20190319,124
SWEDEN,2018 Q2,Debts owed to credit institutions,R0800,2110.41,20190319,124
SWEDEN,2018 Q2,Subordinated liabilities,R0850,267.97,20190319,124
SWEDEN,2018 Q2,"Any other liabilities, not elsewhere shown",R0880,1568.46,20190319,124
SWEDEN,2018 Q2,Contingent liabilities,R0740,150.31,20190319,124
SWEDEN,2018 Q2,Provisions other than technical provisions,R0750,737.65,20190319,124
SWEDEN,2018 Q2,"Payables (trade, not insurance)",R0840,4607.83,20190319,124
SWEDEN,2018 Q2,Excess of assets over liabilities,R1000,73609.08,20190319,124
SWEDEN,2018 Q2,Total liabilities,R0900,232280.60,20190319,124
SWEDEN,2018 Q2,Pension benefit obligations,R0760,330.50,20190319,124
SWEDEN,2018 Q2,Deferred tax liabilities,R0780,2122.86,20190319,124
SWEDEN,2018 Q2,Reinsurance payables,R0830,226.21,20190319,124
SWEDEN,2018 Q2,Derivatives,R0790,1446.66,20190319,124
SWEDEN,2018 Q2,Deposits from reinsurers,R0770,207.05,20190319,124
SWEDEN,2018 Q2,Equities - unlisted,R0120,9019.23,20190319,124
SWEDEN,2018 Q2,Reinsurance receivables,R0370,122.71,20190319,124
SWEDEN,2018 Q2,Insurance and intermediaries receivables,R0360,1732.98,20190319,124
SWEDEN,2018 Q2,Equities - listed,R0110,25243.00,20190319,124
SWEDEN,2018 Q2,Deposits to cedants,R0350,218.27,20190319,124
SWEDEN,2018 Q2,Life index-linked and unit-linked,R0340,-0.85,20190319,124
SWEDEN,2018 Q2,Equities,R0100,34262.24,20190319,124
SWEDEN,2018 Q2,Life excluding health and index-linked and unit-linked,R0330,132.81,20190319,124
SWEDEN,2018 Q2,Health similar to life,R0320,105.86,20190319,124
SWEDEN,2018 Q2,"Holdings in related undertakings, including participations",R0090,13248.33,20190319,124
SWEDEN,2018 Q2,"Life and health similar to life, excluding health and index-linked and unit-linked",R0310,238.67,20190319,124
SWEDEN,2018 Q2,Health similar to non-life,R0300,132.55,20190319,124
SWEDEN,2018 Q2,Property (other than for own use),R0080,4984.78,20190319,124
SWEDEN,2018 Q2,Non-life excluding health,R0290,1897.06,20190319,124
SWEDEN,2018 Q2,Non-life and health similar to non-life,R0280,2029.61,20190319,124
SWEDEN,2018 Q2,Investments (other than assets held for index-linked and unit-linked contracts),R0070,156754.87,20190319,124
SWEDEN,2018 Q2,Reinsurance recoverables from:,R0270,2267.42,20190319,124
SWEDEN,2018 Q2,Other loans and mortgages,R0260,6470.42,20190319,124
SWEDEN,2018 Q2,Risk margin,R0720,1053.16,20190319,124
SWEDEN,2018 Q2,"Property, plant & equipment held for own use",R0060,684.48,20190319,124
SWEDEN,2018 Q2,Best Estimate,R0710,92884.90,20190319,124
SWEDEN,2018 Q2,Loans and mortgages to individuals,R0250,0.53,20190319,124
SWEDEN,2018 Q2,Technical provisions calculated as a whole,R0700,28961.27,20190319,124
SWEDEN,2018 Q2,Technical provisions – index-linked and unit-linked,R0690,122899.33,20190319,124
SWEDEN,2018 Q2,Loans on policies,R0240,16.04,20190319,124
SWEDEN,2018 Q2,Risk margin,R0680,935.79,20190319,124
SWEDEN,2018 Q2,Pension benefit surplus,R0050,2.45,20190319,124
SWEDEN,2018 Q2,Best Estimate,R0670,39017.47,20190319,124
SWEDEN,2018 Q2,Loans and mortgages,R0230,6486.98,20190319,124
SWEDEN,2018 Q2,Technical provisions calculated as a whole,R0660,28499.68,20190319,124
SWEDEN,2018 Q2,Technical provisions – life (excluding health and index-linked and unit-linked),R0650,68452.94,20190319,124
SWEDEN,2018 Q2,Assets held for index-linked and unit-linked contracts,R0220,127022.73,20190319,124
SWEDEN,2018 Q2,Risk margin,R0640,211.69,20190319,124
SWEDEN,2018 Q2,Deferred tax assets,R0040,95.00,20190319,124
SWEDEN,2018 Q2,Best Estimate,R0630,6492.35,20190319,124
SWEDEN,2018 Q2,Other investments,R0210,1247.31,20190319,124
SWEDEN,2018 Q2,Technical provisions calculated as a whole,R0620,693.87,20190319,124
SWEDEN,2018 Q2,Technical provisions - health (similar to life),R0610,7397.91,20190319,124
SWEDEN,2018 Q2,Deposits other than cash equivalents,R0200,385.74,20190319,124
SWEDEN,2018 Q2,Technical provisions - life (excluding index-linked and unit-linked),R0600,75850.85,20190319,124
SWEDEN,2018 Q2,Intangible assets,R0030,15.88,20190319,124
SWEDEN,2018 Q2,Risk margin,R0590,697.07,20190319,124
SWEDEN,2018 Q2,Derivatives,R0190,1244.86,20190319,124
SWEDEN,2018 Q2,Best Estimate,R0580,5725.06,20190319,124
SWEDEN,2018 Q2,Technical provisions calculated as a whole,R0570,0.00,20190319,124
SWEDEN,2018 Q2,Collective Investments Undertakings,R0180,28947.97,20190319,124
SWEDEN,2018 Q2,Technical provisions - health (similar to non-life),R0560,6422.13,20190319,124
SWEDEN,2018 Q2,Risk margin,R0550,676.25,20190319,124
SWEDEN,2018 Q2,Collateralised securities,R0170,104.42,20190319,124
SWEDEN,2018 Q2,Best Estimate,R0540,11360.40,20190319,124
SWEDEN,2018 Q2,Technical provisions calculated as a whole,R0530,0.00,20190319,124
SWEDEN,2018 Q2,Structured notes,R0160,70.30,20190319,124
SWEDEN,2018 Q2,Technical provisions – non-life (excluding health),R0520,12036.65,20190319,124
SWEDEN,2018 Q2,Technical provisions – non-life,R0510,18458.78,20190319,124
SWEDEN,2018 Q2,Corporate Bonds,R0150,48336.96,20190319,124
SWEDEN,2018 Q2,Total assets,R0500,305889.68,20190319,124
SWEDEN,2018 Q2,"Any other assets, not elsewhere shown",R0420,1363.61,20190319,124
SWEDEN,2018 Q2,Government Bonds,R0140,23921.97,20190319,124
SWEDEN,2018 Q2,Cash and cash equivalents,R0410,6360.41,20190319,124
SWEDEN,2018 Q2,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,0.00,20190319,124
SWEDEN,2018 Q2,Bonds,R0130,72433.66,20190319,124
SWEDEN,2018 Q2,Own shares (held directly),R0390,0.00,20190319,124
SWEDEN,2018 Q2,"Receivables (trade, not insurance)",R0380,2761.88,20190319,124
SWEDEN,2018 Q3,Reinsurance receivables,R0370,93.80,20190319,123
SWEDEN,2018 Q3,Insurance and intermediaries receivables,R0360,1577.07,20190319,123
SWEDEN,2018 Q3,Equities - listed,R0110,25053.00,20190319,123
SWEDEN,2018 Q3,Deposits to cedants,R0350,174.22,20190319,123
SWEDEN,2018 Q3,Life index-linked and unit-linked,R0340,-0.85,20190319,123
SWEDEN,2018 Q3,Equities,R0100,34627.70,20190319,123
SWEDEN,2018 Q3,Life excluding health and index-linked and unit-linked,R0330,133.34,20190319,123
SWEDEN,2018 Q3,Health similar to life,R0320,104.18,20190319,123
SWEDEN,2018 Q3,"Holdings in related undertakings, including participations",R0090,13571.94,20190319,123
SWEDEN,2018 Q3,"Life and health similar to life, excluding health and index-linked and unit-linked",R0310,237.52,20190319,123
SWEDEN,2018 Q3,Health similar to non-life,R0300,122.74,20190319,123
SWEDEN,2018 Q3,Property (other than for own use),R0080,5061.43,20190319,123
SWEDEN,2018 Q3,Non-life excluding health,R0290,1932.39,20190319,123
SWEDEN,2018 Q3,Non-life and health similar to non-life,R0280,2055.12,20190319,123
SWEDEN,2018 Q3,Investments (other than assets held for index-linked and unit-linked contracts),R0070,160349.47,20190319,123
SWEDEN,2018 Q3,Reinsurance recoverables from:,R0270,2291.79,20190319,123
SWEDEN,2018 Q3,Other loans and mortgages,R0260,6185.81,20190319,123
SWEDEN,2018 Q3,"Property, plant & equipment held for own use",R0060,695.95,20190319,123
SWEDEN,2018 Q3,Risk margin,R0720,1125.57,20190319,123
SWEDEN,2018 Q3,Best Estimate,R0710,97373.40,20190319,123
SWEDEN,2018 Q3,Loans and mortgages to individuals,R0250,0.53,20190319,123
SWEDEN,2018 Q3,Technical provisions calculated as a whole,R0700,30190.71,20190319,123
SWEDEN,2018 Q3,Technical provisions – index-linked and unit-linked,R0690,128689.68,20190319,123
SWEDEN,2018 Q3,Loans on policies,R0240,16.21,20190319,123
SWEDEN,2018 Q3,Pension benefit surplus,R0050,2.48,20190319,123
SWEDEN,2018 Q3,Risk margin,R0680,949.50,20190319,123
SWEDEN,2018 Q3,Best Estimate,R0670,39235.48,20190319,123
SWEDEN,2018 Q3,Loans and mortgages,R0230,6202.55,20190319,123
SWEDEN,2018 Q3,Technical provisions calculated as a whole,R0660,28834.41,20190319,123
SWEDEN,2018 Q3,Technical provisions – life (excluding health and index-linked and unit-linked),R0650,69019.39,20190319,123
SWEDEN,2018 Q3,Assets held for index-linked and unit-linked contracts,R0220,132987.01,20190319,123
SWEDEN,2018 Q3,Deferred tax assets,R0040,91.78,20190319,123
SWEDEN,2018 Q3,Risk margin,R0640,211.27,20190319,123
SWEDEN,2018 Q3,Best Estimate,R0630,6390.42,20190319,123
SWEDEN,2018 Q3,Other investments,R0210,1295.89,20190319,123
SWEDEN,2018 Q3,Technical provisions calculated as a whole,R0620,677.38,20190319,123
SWEDEN,2018 Q3,Technical provisions - health (similar to life),R0610,7279.07,20190319,123
SWEDEN,2018 Q3,Deposits other than cash equivalents,R0200,191.32,20190319,123
SWEDEN,2018 Q3,Intangible assets,R0030,12.00,20190319,123
SWEDEN,2018 Q3,Technical provisions - life (excluding index-linked and unit-linked),R0600,76298.46,20190319,123
SWEDEN,2018 Q3,Risk margin,R0590,720.90,20190319,123
SWEDEN,2018 Q3,Derivatives,R0190,1355.23,20190319,123
SWEDEN,2018 Q3,Best Estimate,R0580,5864.06,20190319,123
SWEDEN,2018 Q3,Technical provisions calculated as a whole,R0570,0.00,20190319,123
SWEDEN,2018 Q3,Collective Investments Undertakings,R0180,28920.56,20190319,123
SWEDEN,2018 Q3,Technical provisions - health (similar to non-life),R0560,6584.96,20190319,123
SWEDEN,2018 Q3,Risk margin,R0550,679.02,20190319,123
SWEDEN,2018 Q3,Collateralised securities,R0170,54.63,20190319,123
SWEDEN,2018 Q3,Best Estimate,R0540,11389.23,20190319,123
SWEDEN,2018 Q3,Technical provisions calculated as a whole,R0530,0.00,20190319,123
SWEDEN,2018 Q3,Structured notes,R0160,138.97,20190319,123
SWEDEN,2018 Q3,Technical provisions – non-life (excluding health),R0520,12068.25,20190319,123
SWEDEN,2018 Q3,Technical provisions – non-life,R0510,18653.21,20190319,123
SWEDEN,2018 Q3,Corporate Bonds,R0150,50928.06,20190319,123
SWEDEN,2018 Q3,Total assets,R0500,314325.45,20190319,123
SWEDEN,2018 Q3,"Any other assets, not elsewhere shown",R0420,1499.58,20190319,123
SWEDEN,2018 Q3,Government Bonds,R0140,24203.75,20190319,123
SWEDEN,2018 Q3,Cash and cash equivalents,R0410,6207.65,20190319,123
SWEDEN,2018 Q3,Amounts due in respect of own fund items or initial fund called up but not yet paid in,R0400,0.00,20190319,123
SWEDEN,2018 Q3,Bonds,R0130,75325.40,20190319,123
SWEDEN,2018 Q3,Own shares (held directly),R0390,0.00,20190319,123
SWEDEN,2018 Q3,"Receivables (trade, not insurance)",R0380,2140.10,20190319,123
SWEDEN,2018 Q3,Equities - unlisted,R0120,9574.70,20190319,123
SWEDEN,2018 Q3,Financial liabilities other than debts owed to credit institutions,R0810,735.59,20190319,123
SWEDEN,2018 Q3,Insurance & intermediaries payables,R0820,674.55,20190319,123
SWEDEN,2018 Q3,Total liabilities,R0900,237499.39,20190319,123
SWEDEN,2018 Q3,Pension benefit obligations,R0760,326.75,20190319,123
SWEDEN,2018 Q3,Reinsurance payables,R0830,188.07,20190319,123
SWEDEN,2018 Q3,"Any other liabilities, not elsewhere shown",R0880,1510.28,20190319,123
SWEDEN,2018 Q3,Subordinated liabilities,R0850,270.69,20190319,123
SWEDEN,2018 Q3,Debts owed to credit institutions,R0800,1863.75,20190319,123
SWEDEN,2018 Q3,Derivatives,R0790,823.25,20190319,123
SWEDEN,2018 Q3,"Payables (trade, not insurance)",R0840,3932.88,20190319,123
SWEDEN,2018 Q3,Deferred tax liabilities,R0780,2324.76,20190319,123
SWEDEN,2018 Q3,Provisions other than technical provisions,R0750,737.70,20190319,123
SWEDEN,2018 Q3,Contingent liabilities,R0740,249.65,20190319,123
SWEDEN,2018 Q3,Deposits from reinsurers,R0770,220.12,20190319,123
SWEDEN,2018 Q3,Subordinated liabilities not in Basic Own Funds,R0860,35.55,20190319,123
SWEDEN,2018 Q3,Excess of assets over liabilities,R1000,76826.06,20190319,123
SWEDEN,2018 Q3,Subordinated liabilities in Basic Own Funds,R0870,235.14,20190319,123
SWEDEN,2018 Q4,Debts owed to credit institutions,R0800,2180.31,20190319,122
SWEDEN,2018 Q4,Deferred tax liabilities,R0780,1887.59,20190319,122
SWEDEN,2018 Q4,"Payables (trade, not insurance)",R0840,2340.17,20190319,122
SWEDEN,2018 Q4,Excess of assets over liabilities,R1000,71963.29,20190319,122
SWEDEN,2018 Q4,Financial liabilities other than debts owed to credit institutions,R0810,204.32,20190319,122
SWEDEN,2018 Q4,Insurance & intermediaries payables,R0820,851.68,20190319,122
SWEDEN,2018 Q4,Pension benefit obligations,R0760,342.57,20190319,122
SWEDEN,2018 Q4,Subordinated liabilities not in Basic Own Funds,R0860,38.50,20190319,122
SWEDEN,2018 Q4,Total liabilities,R0900,223106.81,20190319,122
SWEDEN,2018 Q4,"Any other liabilities, not elsewhere shown",R0880,1688.45,20190319,122
SWEDEN,2018 Q4,Derivatives,R0790,779.69,20190319,122
